Topic 115 (0.01): eyes, looked, smile, time, moment, voice, smiled, told, mind, head
Topic 772 (0.00): society, social, societies, anthropologists, kinship, anthropology, property, history, human, primitive
Topic 201 (0.00): frequency, input, signal, figure, output, filter, circuit, impedance, equation, section
Topic 470 (0.00): dolphins, whales, dolphin, whale, fishing, whaling, marine, fish, tuna, sea
Topic 759 (0.00): flow, turbulent, velocity, boundary, motion, fluid, turbulence, section, layer, convection
Topic 900 (0.00): fruit, apple, apples, tree, fruits, trees, varieties, grown, nuts, oranges
Topic 1476 (0.00): notes, study, lecture, ideas, reading, subject, lectures, students, student, topic
Topic 1252 (0.00): file, records, record, files, index, track, storage, overflow, data, key
Topic 283 (0.00): equation, expectations, output, model, aggregate, rational, demand, period, price, hypothesis
Topic 1386 (0.00): pressure, temperature, energy, gas, mass, solution, equation, liquid, molar, solvent
Topic 104 (0.00): animals, animal, welfare, human, wild, cruelty, species, zoo, suffering, people
Topic 923 (0.00): interview, job, interviewer, candidate, interviews, candidates, person, questions, experience, selection
Topic 1119 (0.00): notes, bass, note, chord, chords, played, play, bar, strings, string
Topic 1167 (0.00): motor, phase, torque, position, current, rotor, stepping, load, step, rate
Topic 898 (0.00): credit, people, consumer, cost, money, loans, trading, customers, cash, consumers
Topic 1303 (0.00): mining, mine, mines, copper, ore, gold, tin, miners, mineral, lead
Topic 1261 (0.00): income, wealth, distribution, inequalities, inequality, social, equality, society, economic, people
Topic 982 (0.00): stimulus, inhibition, latent, training, subjects, context, stimuli, conditioning, test, acquired
Topic 1389 (0.00): football, fans, violence, boys, hooligans, hooliganism, youth, hooligan, street, disorder
Topic 659 (0.00): music, notes, harmony, melody, form, harmonic, note, rhythmic, musical, chords
Topic 717 (0.00): camera, shot, shots, film, lens, camcorder, picture, screen, cameras, light
Topic 1262 (0.00): john, time, left, grant, told, called, day, south, friends, close
Topic 627 (0.00): air, airline, airlines, airport, aircraft, airways, aviation, flight, international, passengers
Topic 591 (0.00): world, countries, international, war, united, nations, globe, history, million, century
Topic 1196 (0.00): model, models, modelling, simulation, process, fit, behaviour, effects, approach, series
Topic 529 (0.00): expert, parties, arbitration, dispute, decision, experts, arbitrator, court, disputes, determination
Topic 857 (0.00): breed, cattle, breeds, red, white, beef, type, milk, cows, dairy
Topic 1255 (0.00): beer, brewery, brewers, whisky, brewing, beers, ale, pubs, breweries, malt
Topic 1458 (0.00): effect, effects, impact, affect, direct, adverse, result, affected, indirect, lead
Topic 1341 (0.00): insurance, life, plan, policy, cover, assurance, accident, benefits, monthly, benefit
Topic 168 (0.00): style, language, text, literary, linguistic, metaphor, stylistic, reader, features, texts
Topic 657 (0.00): academic, education, knowledge, student, discipline, students, disciplines, curriculum, courses, critical
Topic 641 (0.00): syllable, words, stress, syllables, word, vowel, intonation, sounds, pitch, sound
Topic 1311 (0.00): ace, doctor, lacuna, pool, space, shuttle, looked, pod, station, suit
Topic 316 (0.00): legs, naked, penis, breasts, inside, body, thighs, woman, mouth, lips
Topic 497 (0.00): sally, sergeant, inspector, mills, chief, superintendent, murder, detective, told, time
Topic 642 (0.00): earth, moon, surface, figure, mercury, atmosphere, planet, solar, lunar, impact
Topic 798 (0.00): regional, region, regions, local, development, national, northern, central, east, south
Topic 724 (0.00): field, magnetic, electric, current, charge, voltage, flux, density, charges, potential
Topic 411 (0.00): fraud, financial, money, company, investors, bank, compensation, trade, million, department
Topic 979 (0.00): coal, miners, industry, mining, pit, pits, mines, colliery, mine, miner
Topic 860 (0.00): stage, stages, process, development, final, initial, form, time, sequence, begin
Topic 47 (0.00): oil, herbs, oils, leaves, essential, plant, aroma, water, herb, fresh
Topic 558 (0.00): information, user, search, library, database, online, users, retrieval, microcomputer, system
Topic 1235 (0.00): pockets, tent, nylon, fabric, jacket, bag, bags, fleece, zip, comfortable
Topic 1113 (0.00): left, hemisphere, subjects, visual, speech, brain, field, task, ear, stimuli
Topic 554 (0.00): rose, coffin, house, time, looked, street, boy, day, lane, girl
Topic 714 (0.00): patient, consent, treatment, doctor, medical, refusal, doctors, decision, minor, law
Topic 869 (0.00): measure, index, ratio, measures, performance, ratios, indicators, measured, measurement, method
Topic 449 (0.00): property, agent, estate, agents, properties, market, sale, selling, price, agency
Topic 1034 (0.00): wind, storm, rain, lightning, thunder, winds, gale, clouds, hurricane, blowing
Topic 1017 (0.00): miss, honey, class, headmistress, time, father, school, dear, cried, child
Topic 1338 (0.00): instruction, store, computer, instructions, accumulator, set, operation, bit, address, location
Topic 401 (0.00): radiation, lead, exposure, cancer, dose, health, leukaemia, levels, nuclear, risk
Topic 468 (0.00): light, sound, waves, bat, bats, frequency, frequencies, detect, world, air
Topic 644 (0.00): immigration, country, immigrants, passport, people, citizens, citizenship, foreign, illegal, border
Topic 471 (0.00): brother, brothers, family, sister, sisters, father, mother, uncle, cousins, elder
Topic 242 (0.00): examination, examinations, candidates, level, grade, certificate, exam, pass, test, marks
Topic 929 (0.00): arm, oral, plates, tentacle, disk, shields, spines, scales, shield, covered
Topic 625 (0.00): jokes, humour, comedy, comic, joke, funny, laugh, laughter, fun, punch
Topic 1327 (0.00): rope, tied, round, ropes, knot, pull, tie, attached, top, feet
Topic 611 (0.00): worms, infection, larvae, eggs, clinical, worm, signs, host, parasitic, species
Topic 231 (0.00): bus, transport, buses, public, services, travel, service, passengers, rail, fares
Topic 701 (0.00): poor, workhouse, hospital, relief, board, guardians, infirmary, medical, committee, parish
Topic 528 (0.00): hand, finger, fingers, hands, left, thumb, head, mouth, nose, palm
Topic 822 (0.00): station, railway, stations, railways, built, central, line, building, lines, style
Topic 520 (0.00): cave, limestone, rock, caves, feet, gill, underground, fell, pot, beck
Topic 1221 (0.00): game, play, games, playing, played, chess, player, board, players, short
Topic 1123 (0.00): move, direction, moving, movement, backwards, moves, forward, moved, forwards, opposite
Topic 41 (0.00): contract, contracts, tender, competitive, services, tendering, contractors, company, suppliers, awarded
Topic 1472 (0.00): fish, fishing, salmon, fishermen, sea, trout, cod, boats, catch, caught
Topic 914 (0.00): convention, evidence, service, united, court, documents, request, law, article, authority
Topic 257 (0.00): smoking, tobacco, cigarette, smoke, cigarettes, smokers, health, cancer, smoked, advertising
Topic 167 (0.00): light, jay, lighting, lights, lamps, lamp, cable, switch, electrical, electric
Topic 175 (0.00): united, kingdom, countries, nations, country, community, overseas, time, domiciled, resident
Topic 1298 (0.00): magic, witchcraft, spirits, spirit, devil, evil, powers, occult, power, psychic
Topic 1078 (0.00): peace, war, international, world, league, nations, government, pacifist, foreign, movement
Topic 833 (0.00): united, oxford, town, goal, season, win, team, game, tomorrow, week
Topic 51 (0.00): list, lists, names, items, listed, item, include, included, listing, write
Topic 445 (0.00): contractor, contract, building, cost, construction, builder, project, site, labour, surveyor
Topic 1457 (0.00): camp, war, prisoners, escape, time, people, camps, prison, prisoner, escaped
Topic 716 (0.00): structure, residues, protein, domain, helix, base, molecules, data, interactions, complex
Topic 0 (0.00): wine, wines, champagne, grape, grapes, sparkling, bottle, bottles, flavour, vintage
Topic 1251 (0.00): stolen, security, police, home, thieves, thief, theft, car, crime, alarm
Topic 1439 (0.00): status, social, society, stratification, system, caste, position, inequality, prestige, class
Topic 311 (0.00): emperor, hydra, valence, warp, biff, power, human, imperial, sergeant, marine
Topic 1258 (0.00): fusion, energy, neutrons, hydrogen, nuclear, helium, heat, nuclei, atomic, research
Topic 1198 (0.00): damages, loss, compensation, award, plaintiff, claim, awarded, injury, amount, court
Topic 876 (0.00): ideology, knowledge, social, consciousness, sociology, relations, practice, theory, ideological, process
Topic 1145 (0.00): sword, knife, blade, knives, weapon, weapons, armour, swords, sharp, dagger
Topic 530 (0.00): lava, eruption, volcanic, volcano, volcanoes, eruptions, ash, kilometres, magma, activity
Topic 1054 (0.00): father, riddle, time, garland, uncle, shop, looked, sir, house, business
Topic 875 (0.00): forest, king, forests, royal, foresters, dean, justice, crown, woods, rights
Topic 68 (0.00): muscles, segment, insects, head, segments, form, body, wings, organs, dorsal
Topic 16 (0.00): social, international, explanation, relations, individuals, realism, explanations, action, account, actors
Topic 645 (0.00): aunt, uncle, dear, house, miss, time, mother, rose, grace, pleasure
Topic 387 (0.00): foreign, diplomatic, century, ambassador, diplomacy, diplomats, relations, embassy, government, affairs
Topic 63 (0.00): hero, heroes, adventure, honour, romantic, story, character, book, knights, romance
Topic 829 (0.00): metal, iron, copper, metals, steel, lead, silver, alloy, zinc, bronze
Topic 921 (0.00): port, ferry, dock, ports, company, shipping, ships, cargo, harbour, ferries
Topic 938 (0.00): sailing, board, sail, wind, winds, water, rig, boards, dinghy, fig
Topic 1015 (0.00): wood, timber, tools, oak, furniture, carving, piece, grain, finish, wooden
Topic 1434 (0.00): office, post, staff, offices, secretary, department, secretaries, business, head, central
Topic 998 (0.00): node, search, algorithm, nodes, path, tree, goal, space, set, net
Topic 639 (0.00): futures, price, index, prices, market, spot, delivery, contract, volatility, shares
Topic 1259 (0.00): soviet, military, gulf, security, world, neutralisation, region, western, united, countries
Topic 544 (0.00): psychology, feminist, psychologists, psychological, women, gender, social, subject, differences, subjects
Topic 85 (0.00): speed, fast, faster, slow, time, pace, speeds, slower, rate, tempo
Topic 588 (0.00): plants, plant, control, genetic, pest, pesticides, pests, resistance, chemicals, biotechnology
Topic 1351 (0.00): partners, firm, partnership, partner, business, practice, agreement, share, firms, profits
Topic 557 (0.00): innovation, ideas, creative, creativity, thinking, technology, process, innovations, development, product
Topic 1460 (0.00): object, objects, material, form, world, subject, nature, relationship, properties, culture
Topic 56 (0.00): owl, bone, bones, prey, species, assemblages, digestion, predator, teeth, pellets
Topic 501 (0.00): screening, genetic, congenital, mental, risk, handicap, abnormalities, syndrome, affected, gene
Topic 576 (0.00): publisher, agreement, party, parties, video, licensed, schedule, rights, terms, trade
Topic 1256 (0.00): client, clients, firm, lawyer, lawyers, professional, instructions, personal, ensure, practice
Topic 882 (0.00): cart, horse, horses, road, donkey, yard, day, time, carts, wagon
Topic 925 (0.00): paper, white, government, proposals, policy, published, green, review, papers, future
Topic 972 (0.00): time, tasks, spent, task, spend, activities, deal, people, priorities, job
Topic 136 (0.00): police, arrest, peace, breach, person, constable, public, law, duty, arrested
Topic 579 (0.00): coins, coin, coinage, roman, century, found, ad, evidence, period, silver
Topic 29 (0.00): design, space, assembly, data, cad, geometric, figure, drawing, system, file
Topic 1012 (0.00): responsibility, blame, wrong, people, responsible, fault, accept, guilt, feel, actions
Topic 145 (0.00): change, changed, traditional, modern, world, attitude, ago, time, times, attitudes
Topic 1007 (0.00): net, turnover, quarter, rose, time, share, losses, profits, profit, reported
Topic 874 (0.00): species, elephant, trade, elephants, wildlife, conservation, endangered, world, ivory, cites
Topic 545 (0.00): rent, tenant, tenancy, possession, tenants, landlord, lease, act, term, leases
Topic 1229 (0.00): alcohol, drink, drinking, alcoholic, drinks, wine, beer, drunk, people, consumption
Topic 1140 (0.00): consideration, contract, promise, agreement, obligation, payment, plaintiff, pay, defendant, sum
Topic 997 (0.00): law, theory, liberal, liberalism, dicey, society, social, political, legal, theories
Topic 966 (0.00): creole, speaker, conversation, speakers, discourse, topic, talk, conversational, features, speech
Topic 723 (0.00): death, died, inquest, coroner, told, verdict, deaths, suicide, found, evidence
Topic 94 (0.00): messiah, rabbi, time, tradition, religious, roman, gospels, synagogue, holy, testament
Topic 695 (0.00): investment, business, customer, firm, rules, customers, transaction, apply, person, services
Topic 1099 (0.00): sexual, desire, difference, homosexuality, sexuality, homosexual, identity, gender, masculinity, social
Topic 1323 (0.00): bond, bonds, yield, rate, maturity, price, coupon, cent, yields, date
Topic 685 (0.00): matrix, form, elements, matrices, equations, equation, diagonal, element, columns, write
Topic 1438 (0.00): figure, vertical, horizontal, line, shown, axis, lines, lower, diagram, left
Topic 456 (0.00): remedy, remedies, patient, symptoms, homoeopathic, treatment, homoeopathy, dose, potency, disease
Topic 1132 (0.00): standards, standard, quality, requirements, practice, performance, ensure, level, meet, set
Topic 1050 (0.00): question, answer, questions, answered, words, time, examiner, answering, opinion, explanation
Topic 1246 (0.00): propositions, ontological, properties, existence, sense, concept, idea, proposition, exist, relations
Topic 871 (0.00): experiment, experiments, experimental, results, subjects, subject, effect, laboratory, experimenter, test
Topic 796 (0.00): petrol, fuel, diesel, cars, engine, car, engines, lead, unleaded, exhaust
Topic 1105 (0.00): task, performance, tasks, skills, operator, human, skill, training, analysis, information
Topic 1220 (0.00): image, images, screen, resolution, imaging, pixel, display, colour, scan, scanner
Topic 1111 (0.00): class, classes, middle, social, ruling, upper, terms, position, lower, time
Topic 566 (0.00): workers, temporary, labour, employment, casual, agency, permanent, seasonal, force, jobs
Topic 1226 (0.00): punishment, death, penalty, capital, crime, corporal, criminal, penal, law, abolition
Topic 1210 (0.00): shop, vehicles, built, carriage, fitted, wheels, coach, train, vehicle, trailer
Topic 995 (0.00): post, mail, office, stamps, delivery, service, letter, stamp, postal, postage
Topic 197 (0.00): attention, focus, draw, time, paid, attract, drawing, concentration, pay, focused
Topic 1271 (0.00): terms, contract, standard, conditions, contracts, parties, buyer, seller, party, offer
Topic 658 (0.00): stone, stones, rock, found, age, circle, ancient, standing, remains, burial
Topic 912 (0.00): eggs, egg, nest, female, cuckoo, hatch, male, host, lay, species
Topic 1142 (0.00): idea, ideas, concept, thinking, people, mind, time, suggestions, notion, developed
Topic 1268 (0.00): grains, grain, minerals, particles, sediment, size, mineral, sediments, rock, quartz
Topic 1296 (0.00): strength, material, stress, crack, materials, surface, fracture, fibres, glass, brittle
Topic 607 (0.00): flowers, picture, design, pressed, flower, leaves, frame, press, pictures, shape
Topic 183 (0.00): cat, cats, animal, pet, kitten, feline, kittens, dog, human, owners
Topic 481 (0.00): embryos, microscope, section, surface, solution, slide, glass, stage, thin, stain
Topic 927 (0.00): trench, piper, orchard, commando, brigade, road, village, time, wounded, commandos
Topic 194 (0.00): libel, action, public, sue, law, corporation, reputation, statement, defamation, plaintiff
Topic 538 (0.00): mick, desert, tent, miles, sand, paddy, camp, land, wheelbarrow, water
Topic 397 (0.00): colonial, imperial, empire, rule, independence, administration, government, native, colonies, commonwealth
Topic 638 (0.00): copyright, patent, design, invention, patents, program, infringement, computer, protection, property
Topic 1377 (0.00): pupils, questions, success, test, criterion, tests, items, criteria, mathematics, pupil
Topic 237 (0.00): payment, paid, money, law, payments, pay, principle, demand, duress, recovery
Topic 1192 (0.00): fishing, vessel, community, vessels, nationality, law, article, national, commission, court
Topic 53 (0.00): learning, behaviour, response, animal, stimulus, responses, food, learn, learned, behavioural
Topic 419 (0.00): word, words, spelling, letters, letter, reading, visual, recognition, phonological, model
Topic 1247 (0.00): level, levels, lower, low, lowest, hierarchy, set, degree, range, effect
Topic 1085 (0.00): space, satellite, satellites, launch, programme, data, craft, shuttle, telescope, million
Topic 788 (0.00): data, database, relation, model, figure, attributes, relational, relations, entity, key
Topic 1101 (0.00): tom, willie, terry, time, boy, mister, porter, yer, day, veranda
Topic 198 (0.00): billy, real, bit, cos, sort, pretty, round, summat, people, nice
Topic 308 (0.00): district, education, adult, board, courses, classes, rural, provision, tutors, university
Topic 1339 (0.00): boy, hank, boys, girl, son, time, child, mother, school, home
Topic 415 (0.00): theory, observation, science, theories, statements, scientific, observations, hypothesis, laws, true
Topic 11 (0.00): band, bands, playing, wedding, gig, gigs, time, tour, play, music
Topic 127 (0.00): birthday, anniversary, party, day, happy, celebrate, celebrated, celebrations, time, celebrating
Topic 812 (0.00): trust, trusts, words, legacy, estate, intention, property, heir, beneficiary, law
Topic 1424 (0.00): eye, eyes, light, lenses, vision, lens, glasses, image, retina, contact
Topic 744 (0.00): faith, doubt, god, christian, truth, belief, understanding, doubts, reason, true
Topic 1162 (0.00): doctor, bishop, time, miles, piper, replied, forward, cell, ship, mind
Topic 117 (0.00): tunnel, channel, rail, link, cross, project, king, route, transport, construction
Topic 107 (0.00): guy, queen, time, mind, empress, lord, castle, lady, eyes, aye
Topic 942 (0.00): map, maps, data, spatial, survey, ordnance, grid, boundaries, mapping, scale
Topic 1481 (0.00): discovery, found, search, discovered, time, eventually, treasure, revealed, started, suddenly
Topic 1405 (0.00): electricity, boards, power, industry, consumers, board, supply, central, gas, domestic
Topic 246 (0.00): disease, addictive, sufferer, recovery, addiction, anonymous, sufferers, primary, consequences, behaviour
Topic 1060 (0.00): age, life, ageing, ages, youth, average, time, late, women, aged
Topic 935 (0.00): search, firms, firm, executive, consultants, business, headhunting, headhunters, companies, clients
Topic 1249 (0.00): feet, inches, inch, foot, tall, size, height, half, weight, wide
Topic 474 (0.00): universe, time, theory, laws, matter, bang, principle, gravity, science, quantum
Topic 908 (0.00): mosaic, mosaics, pi, pavement, pavements, north, designs, design, squares, central
Topic 1320 (0.00): humans, human, store, time, looked, ship, lot, quarry, truck, people
Topic 259 (0.00): refugees, asylum, people, refugee, country, home, united, repatriation, boat, government
Topic 746 (0.00): house, houses, building, built, homes, people, build, time, builders, street
Topic 1364 (0.00): fascist, fascism, fascists, political, movement, national, war, organization, meeting, party
Topic 1473 (0.00): scene, play, character, verse, prose, act, characters, hypocrisy, scenes, makes
Topic 333 (0.00): myth, tragedy, art, music, classical, world, tragic, drama, life, spirit
Topic 213 (0.00): stars, star, binoculars, alpha, field, beta, magnitude, gamma, delta, cluster
Topic 535 (0.00): god, human, created, life, time, religion, civilisation, goodness, period, evolution
Topic 839 (0.00): life, quality, death, expectancy, living, live, time, person, lives, lived
Topic 25 (0.00): eyes, candy, viola, club, time, returned, simply, burns, stage, head
Topic 1253 (0.00): hunt, hunting, fox, deer, hounds, foxes, shooting, hare, country, land
Topic 1400 (0.00): cycle, period, time, periods, cycles, pattern, waves, fluctuations, phase, occur
Topic 1076 (0.00): abortion, court, supreme, law, abortions, ruling, decision, legislation, federal, ruled
Topic 1357 (0.00): records, record, diary, diaries, recorded, registers, register, recording, entry, date
Topic 1020 (0.00): equation, curvature, surface, vector, time, components, gravitational, space, coordinates, metric
Topic 1378 (0.00): sleep, dreams, dream, dreaming, subjects, night, people, waking, slow, awake
Topic 1150 (0.00): retirement, age, workers, employment, labour, people, pension, retired, elderly, pensions
Topic 36 (0.00): text, information, languages, translation, theme, structure, clause, thematic, language, elements
Topic 1214 (0.00): information, system, analysis, activities, systems, support, model, functional, situation, study
Topic 64 (0.00): situation, difficult, deal, situations, cope, time, dealing, circumstances, hard, control
Topic 902 (0.00): harry, heather, time, boy, mind, told, deuce, sister, answer, oxford
Topic 831 (0.00): energy, nature, physical, life, field, living, human, matter, body, consciousness
Topic 1492 (0.00): events, event, time, occur, sequence, happen, happened, future, occurred, experience
Topic 1181 (0.00): oxygen, breathing, lung, respiratory, air, chest, lungs, rate, pulmonary, pulse
Topic 1152 (0.00): error, errors, correct, mistake, mistakes, wrong, correction, corrected, incorrect, accuracy
Topic 227 (0.00): lifespan, file, process, directory, files, user, configuration, manager, error, command
Topic 889 (0.00): children, hostel, refugee, war, evacuation, refugees, house, foster, hostels, camp
Topic 185 (0.00): infinitive, event, bare, time, verb, meaning, person, support, verbs, evokes
Topic 422 (0.00): crime, criminal, criminology, deviance, classical, positivist, social, behaviour, theories, criminals
Topic 895 (0.00): hostages, release, north, hostage, released, president, kidnappers, held, ransom, arms
Topic 32 (0.00): week, weeks, days, day, time, start, month, months, ten, times
Topic 1422 (0.00): house, houses, century, country, dickens, poor, taste, eighteenth, architecture, cottage
Topic 402 (0.00): birds, winter, records, recorded, breeding, species, pairs, passage, population, county
Topic 570 (0.00): discrimination, equal, sex, employment, race, racial, equality, opportunities, act, women
Topic 1350 (0.00): board, boards, chairman, directors, meeting, governors, management, support, director, job
Topic 171 (0.00): employees, relocation, company, move, staff, allowance, employee, home, accommodation, expatriates
Topic 669 (0.00): team, teams, task, leader, specialist, manager, support, set, individual, time
Topic 1286 (0.00): risk, subjects, junction, study, junctions, ratings, films, recognition, rating, accident
Topic 268 (0.00): personal, individual, direct, sense, privacy, experience, people, responsibility, respect, individuals
Topic 1068 (0.00): tap, text, type, line, task, cursor, enter, screen, document, paragraph
Topic 758 (0.00): language, deaf, sign, people, signs, hearing, speech, spoken, interpreting, communication
Topic 164 (0.00): art, fair, dealers, dealer, antiques, market, gallery, galleries, cologne, collectors
Topic 660 (0.00): offer, company, target, panel, code, shareholders, takeover, companies, takeovers, city
Topic 1018 (0.00): stress, anxiety, symptoms, client, situations, clients, coping, therapist, situation, panic
Topic 1153 (0.00): paper, sheet, ink, sheets, pen, papers, cut, drawing, pens, piece
Topic 817 (0.00): ball, swing, club, shot, hit, position, balls, shaft, golf, top
Topic 1169 (0.00): coffin, funeral, body, embalming, coffins, trade, corpse, lead, undertaker, lid
Topic 298 (0.00): behaviour, child, behaviours, reward, rewards, intervention, time, consequences, parents, trainees
Topic 255 (0.00): aircraft, accident, flight, investigation, accidents, investigators, aviation, inspector, air, crash
Topic 352 (0.00): fabric, curtains, curtain, length, edge, top, lining, heading, width, tape
Topic 348 (0.00): pollution, field, control, officer, enforcement, agency, staff, job, compliance, discharge
Topic 540 (0.00): lee, mum, dad, looked, dog, wood, uncle, house, time, ran
Topic 106 (0.00): jack, worm, ray, shepherd, mother, glory, ken, pat, monument, mum
Topic 1452 (0.00): guy, guys, bonanza, joey, time, told, talk, girl, yeah, people
Topic 1051 (0.00): centre, centres, staff, shopping, community, facilities, local, run, activities, main
Topic 563 (0.00): nick, breeze, auntie, felicity, gay, mister, johnny, time, miss, sister
Topic 1477 (0.00): classification, subject, index, scheme, headings, notation, subjects, indexing, terms, main
Topic 1388 (0.00): husband, bank, wife, creditor, influence, security, charge, undue, surety, debtor
Topic 114 (0.00): thou, thy, thee, shalt, art, hath, love, heart, hast, doth
Topic 294 (0.00): rule, rules, principle, practice, apply, interpretation, means, exceptions, applied, set
Topic 214 (0.00): layer, crystal, crystals, surface, layers, structure, atoms, form, lattice, temperature
Topic 1081 (0.00): bath, water, bathroom, shower, hot, toilet, taps, towel, cold, lavatory
Topic 580 (0.00): body, rules, recognised, solicitors, practice, registered, foreign, act, solicitor, lawyer
Topic 1358 (0.00): head, department, staff, school, deputy, art, director, meeting, senior, studies
Topic 825 (0.00): risk, risks, assessment, management, engineers, low, safety, issues, level, guidelines
Topic 1427 (0.00): rain, cobalt, ruby, told, story, time, people, flat, woman, holly
Topic 345 (0.00): analysis, market, investment, strategic, competitive, corporate, strategy, product, company, matrix
Topic 184 (0.00): looked, people, plane, door, white, captain, stood, sat, stopped, talk
Topic 463 (0.00): landing, commando, raid, beach, force, commandos, operations, enemy, ashore, craft
Topic 1390 (0.00): day, days, week, daily, time, hours, start, times, night, half
Topic 1278 (0.00): vat, customs, tax, excise, business, rate, supply, duty, supplies, revenue
Topic 1237 (0.00): contract, tort, action, law, act, breach, person, unlawful, liability, plaintiff
Topic 648 (0.00): body, clock, time, sleep, rhythms, night, day, rhythm, hours, environment
Topic 1089 (0.00): glass, window, windows, mirror, double, doors, glazing, wall, door, mirrors
Topic 1355 (0.00): suicide, patient, patients, therapist, treatment, overdose, psychiatric, attempted, therapy, difficulties
Topic 1382 (0.00): cook, servants, house, lady, maid, kitchen, woman, master, servant, household
Topic 1418 (0.00): stock, customer, cash, invoice, retailer, supplier, total, delivery, discount, items
Topic 883 (0.00): shoes, shoe, pair, foot, boots, feet, leather, heel, socks, footwear
Topic 1470 (0.00): dealers, dealer, clients, client, licensed, stock, shares, dealing, sell, firm
Topic 429 (0.00): smell, scent, smells, odour, perfume, air, nose, sense, scents, sweet
Topic 585 (0.00): primitive, savage, ritual, poem, city, modern, life, land, world, waste
Topic 809 (0.00): land, agricultural, uplands, conservation, zone, upland, hectares, agriculture, sheep, article
Topic 1407 (0.00): trust, trustees, property, trustee, settlement, trusts, income, beneficiary, resident, money
Topic 475 (0.00): material, materials, raw, production, produce, produced, provided, quantities, sources, source
Topic 1429 (0.00): judicial, review, law, public, applicant, remedy, court, action, decision, standing
Topic 582 (0.00): day, tour, visit, hotel, city, overnight, morning, afternoon, cruise, drive
Topic 968 (0.00): deaf, dumb, people, hearing, association, congress, education, national, school, deafness
Topic 9 (0.00): dating, radiocarbon, isotope, age, samples, analysis, date, dates, composition, elements
Topic 849 (0.00): tweed, sandy, carver, incubus, inside, told, chief, bob, hand, time
Topic 1283 (0.00): peter, pan, children, hook, story, time, brother, idea, sort, family
Topic 367 (0.00): crown, monarchy, kings, sovereign, king, monarch, royal, prince, queen, coronation
Topic 596 (0.00): papa, mama, matey, rose, miss, poor, girl, life, stair, street
Topic 604 (0.00): youth, education, labour, social, boy, workers, juvenile, boys, reformers, schools
Topic 526 (0.00): eagle, cage, eagles, wings, cages, zoo, time, sky, golden, talons
Topic 431 (0.00): picture, pictures, image, photograph, story, time, drawing, caption, shown, images
Topic 801 (0.00): unit, units, ramp, time, operating, major, larger, local, skate, single
Topic 1363 (0.00): kite, line, kites, sail, lines, bridle, wind, leading, flying, edge
Topic 432 (0.00): charlie, time, front, told, morning, day, shop, night, barrow, kitty
Topic 296 (0.00): write, writing, wrote, ivy, book, people, writer, books, time, written
Topic 40 (0.00): gold, silver, coins, treasure, found, coin, metal, detector, search, detecting
Topic 249 (0.00): future, forecasts, forecasting, forecast, trends, sales, techniques, market, predict, demand
Topic 172 (0.00): holly, camp, wire, hut, fence, barbed, millet, guards, snow, block
Topic 1334 (0.00): johnny, chief, time, head, cab, guy, bit, dead, woodbine, butcher
Topic 1395 (0.00): gall, bladder, bile, stone, patients, stones, cholesterol, acid, recurrence, free
Topic 28 (0.00): authority, consent, reasons, reason, person, thesis, obey, authorities, obligation, justification
Topic 555 (0.00): lord, lords, noble, learned, friend, house, chancellor, speech, reasons, opinion
Topic 884 (0.00): captain, midnight, silver, brigadier, substitute, ship, marshal, time, girl, thee
Topic 460 (0.00): security, information, national, warrant, official, act, issued, home, warrants, secrets
Topic 120 (0.00): doctor, verity, script, episode, series, production, story, time, set, drama
Topic 1315 (0.00): eating, anorexia, body, weight, anorexic, food, time, bulimia, eat, sense
Topic 180 (0.00): smiths, band, rough, music, johnny, record, trade, rock, pop, press
Topic 466 (0.00): adventurers, character, test, chamber, attack, castle, magical, characters, magic, door
Topic 351 (0.00): solution, solutions, waves, region, singularity, wave, equations, functions, plane, form
Topic 824 (0.00): proof, theorem, set, algebra, integers, called, elements, positive, definition, element
Topic 1279 (0.00): resources, allocation, formula, deprivation, allocated, resource, expenditure, authorities, allocations, indicators
Topic 1353 (0.00): time, calendar, clocks, moon, day, century, regarded, clock, days, astronomical
Topic 705 (0.00): environmental, planning, guidance, development, environment, aggregates, coastal, demand, note, minerals
Topic 892 (0.00): audience, presentation, people, slide, conference, venue, event, slides, speaker, talk
Topic 1295 (0.00): housework, housewife, women, housewives, job, washing, wife, satisfaction, day, standards
Topic 614 (0.00): activity, activities, time, practice, undertaken, person, active, engage, level, involved
Topic 103 (0.00): mind, creatures, mental, species, subtle, human, creature, nature, physical, life
Topic 712 (0.00): earth, sites, landscape, ancient, energy, energies, found, stone, site, lines
Topic 1090 (0.00): slave, slaves, slavery, trade, abolitionists, emancipation, abolition, west, reformers, religious
Topic 931 (0.00): belief, beliefs, true, knowledge, justified, argument, false, truth, justification, honey
Topic 87 (0.00): home, secretary, office, time, sir, department, police, lord, justice, secretaries
Topic 731 (0.00): war, people, party, speech, reports, population, propaganda, regime, time, popular
Topic 1058 (0.00): pottery, potter, clay, vessels, kiln, ceramics, glass, ceramic, potters, wares
Topic 1232 (0.00): line, lines, straight, parallel, length, dividing, time, direction, drawn, follow
Topic 426 (0.00): document, signed, signature, register, transfer, documents, steed, building, deceased, power
Topic 682 (0.00): pig, pigs, animals, meat, hens, boar, chicken, animal, chickens, wild
Topic 1265 (0.00): condition, fender, excellent, bass, watt, guitar, combo, mint, amp, black
Topic 119 (0.00): speaker, interpretation, utterance, hearer, context, meaning, relevance, relevant, utterances, contextual
